english,hindi
I want to write a poem.,मैं एक कविता लिखना चाहता हूँ।
I want to write a poem.,मैं एक कविता लिखना चाहती हूँ।
He bought some rice.,उसने थोड़ा सा चावल खरीदा।
The house is red.,घर लाल है।
"That was just a trailer, the film is yet to come.","यह तो बस एक ट्रेलर था, फ़िल्म अभी बाकी है।"
"That was just the trailer, the movie's yet to come, my friend!","यह तो बस ट्रेलर है, पिक्चर अभी बाकी है, मेरे दोस्त!"
I will learn Esperanto.,मैं एस्पेरांतो सीखूंगा।
I will learn Esperanto.,मैं एस्पेरांतो सीखूंगी।
The escalator suddenly stopped.,एस्केलेटर अचानक थम गया।
When will human greed end?,इनसान की लालच कब ख़त्म होगी?
I drink water.,मैं पानी पीता हूँ।
I drink water.,मैं पानी पीती हूँ।
You are acting like a three-year-old child.,तुम किसी तीन साल के बच्चे की तरह बर्ताव कर रहे हो।
You are acting like a three-year-old child.,तुम किसी तीन साल के बच्चे की तरह बर्ताव कर रही हो।
You are acting like a three-year-old child.,आप किसी तीन साल के बच्चे की तरह बर्ताव कर रहे हैं।
You are acting like a three-year-old child.,आप किसी तीन साल के बच्चे की तरह बर्ताव कर रहीं हैं।
My name's Ricardo.,मेरा नाम रिकार्डो है।
He always drinks black coffee.,वह हमेशा काली काफ़ी पीता है।
Black paper absorbs light.,काला कागज प्रकाश सोखता है।
No one can stop me now.,अब मुझे कोई भी रोक नहीं सकता।
How was the food?,खाना कैसा था?
I live in New Delhi.,मैं नई दिल्ली में रहता हूँ।
I want to live in India.,मैं भारत में रहना चाहता हूँ।
What do they call him?,इसको क्या कहते हैं?
What do they call her?,इसको क्या कहते हैं?
What do they call it?,इसको क्या कहते हैं?
What do they say for this?,इसको क्या कहते हैं?
There was something lying on the ground.,ज़मीन पर कुछ पड़ा था।
Nobody here eats meat.,यहाँ कोई गोश्त नहीं खाता है।
I need new glasses.,मुझे नया चश्मा चाहिए।
You drove.,आपने चलाया!
This boy is his son.,यह लड़का उसका बेटा है।
We will steal you from yourself.,तुम्ही से तुम्ही को चुरा लेंगे हम।
Like us on Facebook!,फ़ेसबुक पर हमें लाइक करें!
Like us on Facebook!,फ़ेसबुक पर हमें लाइक कीजिए!
"In the evening, we drank sugarcane juice.",शाम को हमने गन्ने का रस पिया।
"The next day, I bought a jackfruit.",अगले दिन मैंने एक कटहल खरीद लिया।
Here stood a green field; now it is a supermarket.,यहां एक हरा मैदान था; अब एक सुपरमार्केट है।
I didn't know you were so rich.,मुझे नहीं पता था कि आप इतने अमीर हैं।
Closing your eyes helps you think better.,"आँखों को झुकाएं, ख़यालात को बुलंद करें..."
There are four rooms in my house.,मेरे घर में चार कमरे हैं।
We'll make it.,हम बनाएंगे।
I want to see a Japanese movie.,मुझे एक जापानी फ़िल्म देखनी है।
Tom is black.,टॉम काला है।
I'm distressed by the daily squabbles.,मैं रोज़ रोज़ के झगड़ों से तंग आ गया हूँ।
"Come on, show that you can do something.","चलिए, कुछ करके दिखाइए।"
How?,कैसे?
It's their dog.,कुत्ता उनका है।
I rest on Sunday.,रविवार को मैं आराम करता हूँ।
Again!,फिर से!
Again!,और एक बार!
Again!,फिर!
Again!,फिर एक बार!
"How do you say ""thanks"" in French?","फ़्रांसीसी में ""धन्यवाद"" कैसे कहते हैं?"
Tom is teaching me French.,टॉम मुझे फ़्रांसीसी सिखा रहा है।
I gave a lot of cheese.,मैंने बहुत सारा चीज़ दिया।
How is Rob?,रॉब कैसा है?
I ate a gulab jamun.,मैंने एक गुलाब जामुन खाया।
I don't think it's reasonable.,मेरे विचार से यह युक्तियुक्त नहीँ है।
I don't watch much basketball.,मैं ज्यादा बास्‍केटबॉल नहीं देखता।
We've got that figured out.,हमने उसका हिसाब लगा लिया।
Don't make me slap you.,मुझे तुम्हें थप्पड़ करने के लिए मजबूर मत करो।
He translated the novel into German.,उसने उपन्यास को जर्मन में भाषान्तर किया।
Where's the beach?,समुद्र तट कहां है?
George Washington was the first president of the Unites States of America.,जार्ज वाशिंगटन संयुक्त राज्य अमेरिका के पहले राष्ट्रपति थे
Is he alright?,वह ठीक है क्या?
Salt is used to thaw ice.,नमक का इस्तेमाल बर्फ़ पिघालने में किया जाता है।
I hope that you are proud of me.,मुझे आशा है कि आप को मुझ पर गर्व है।
"I've got a good understanding of Islam, but I know little about the Hindu religion and its culture.",मुझे इस्लाम के विषय में अच्छी जानकारी है मगर हिंदू धरम एवं संस्कृति के बारे में कम ज्ञान है।
I pray that he makes it home safe.,मैं प्रार्थना करता हूँ कि वह अपने घर को सलामती से पहुँचे।
Hindi and Urdu are one language.,हिंदी और उर्दू एक ही भाषा हैं।
Everyone likes a peacock dance.,नाच मोर सबको भाता.
Who wouldn't become enamored now?,कौन न अब होगा फ़िदा?
We can compare our country to China.,हम अपने देश की चीन से तुलना कर सकते हैं।
Water is very important.,पानी बहुत जरूरी है।
Many people around the world don't have access to good quality water.,दुनिया भर में बहुत से लोगों को अच्छा पानी उपलब्ध नहीं है।
That's a pretty good question.,यह काफ़ी अच्छा सवाल है।
Whose letter is in this envelope?,इस लिफाफे में किस की चिट्ठी है?
Put your letter in this envelope.,आपका ख़त इस लिफाफे में डालें।
I'd caught him red-handed.,मैंने उसे रंगे हाथों पकड़ा था।
"I will tell you right now,.",मैं अभी आपको बताता हूँ।
Let me tell you one thing.,मुझे आपको एक बात बताने दें।
The atmosphere there is not very good.,वहाँ माहौल बहुत अच्छा नहीं हो रहा है।
And time keeps passing on by.,और वक़्त बीतता रहता है।
I can't support him through this.,मैं इसके द्वारा उसकी बाँह नहीं पकड़ सकता हूँ।
A bad tradesman blames his tools.,"नाच न जाने, आँगन टेढ़ा।"
Can you please do my hair?,क्या आप मेरे बाल बनाएँ?
I'll certainly come tomorrow.,मैं कल ज़रूर आऊँगा।
Leaders serve society.,नेता लोग समाज की सेवा करते हैं।
What are your thoughts on the situation?,उस स्थिति के बारे में आपका क्या ख्याल है?
Where's the library?,पुस्तकालय कहाँ है?
"My wardrobe has four doors and two mirrors. It was manufactured by a Swedish company, whose name contains three vowels and a consonant.","मेरी अलमारी में चार पट और दो आईनें हैं. उसको एक स्वीडिश कंपनी ने बनाया है, जिसके नाम में तीन स्वर और एक व्यंजन है."
I helped Tom move the furniture.,मैंने टॉम को फ़र्नीचर हटाने में मदद की।
Do you see a black horse?,क्या आप काले घोड़े को देखते हो?
She was lovely.,वह बहुत सुंदर थी।
Do you have cash worth more than ten thousand euros?,क्या आप के पास दस हजार यूरो से ज्यादा की नकद है?
Try to do it like that.,वैसे करने की कोशिश कीजिये।
Do you have a mop and a bucket?,क्या आप के पास झाड़ू और बाल्टी है?
Both ants and termites live in large colonies.,चीटियां और दीमक दोनों एक साथ बड़े कालोनी में रहते है।
We use public transport.,हम सार्वजनिक यातायात का प्रयोग करते है।
"He fell for the seventy-fourth time, dead tired.","वो चौहत्तर बार असफल हो चुका है, अत्त्याधिक थका हुआ है।"
This is a song.,यह गाना है।
That is a song.,वह गाना है।
I don't feel like walking that far.,मुझे इतना दूर चलने का मन नहीं है।
I don't feel like walking that far.,मुझको इतना दूर चलने का मन नहीं है।
Tom and Mary become friends right away.,तॉम और मैरी तुरंत दोस्त बन गए।
Do you want me to open the windows?,क्या आप चाहते हैं कि मैं खिड़कियाँ खोलूँ?
You've already done the hard part.,तुमने मुशकिल हिस्स तो कर लिया है।
You've already done the hard part.,तूने मुशकिल हिस्सा तो कर लिया है।
You've already done the hard part.,आपने मुशकिल हिस्स तो कर लिया है।
You always ask too many questions.,तुम हमेशा ज़्यादा सवाल पूछते हो।
You always ask too many questions.,तू हमेशा ज़्यादा सवाल पूछते है।
You always ask too many questions.,आप हमेशा ज़्यादा सवाल पूछते हैं।
I think he is strange.,वह मुझे अजीब लगता है।
"Mom, please listen to me.","माँ, मेरी बात सुनिए।"
Their explanation was confusing.,उनकी व्याख्या भ्रामक थी।
I asked him to take some pictures.,मैंने उससे कुछ तस्वीरें लेने पूछा।
I asked him to take some pictures.,मैंने उससे कुछ फ़ोटो लेने पूछा।
Everyone lies.,सारे लोग झूठ बोलते हैं।
You don't know how to do anything.,तुमको कुछ नहीं आता।
"If you did not want to do this, then why did you do it? Did someone force you to do this?",तुम्हें यह नहीं करना था तो क्यूँ किया? क्या किसी ने तुम पर इसके लिये ज़बरदस्ती की?
Tom never tells us anything.,टॉम हमें कभी कुछ नहीं बताता है.
I don't pay attention to gossip.,मैं गपशप पर ध्यान नहीं रखता हूँ.
Only Tom knows the truth.,सिर्फ़ टॉम को सच पता है.
I want to get off here.,मैं यहाँ उतरना चाहता हूँ.
I can't speak.,मैं बोल नहीं पा रहा हूँ.
Tom has an MBA.,टॉम के पास MBA है.
Tom has a squirrel.,टॉम के पास एक गिलहरी है.
Tom and Mary often worry about money.,टॉम और मैरी अक्सर पैसे के बारे चिंता करते हैं.
Nehi is a woman.,नेहा एक औरत है।
That is a book.,वह एक किताब है।
Raj is a man.,राज एक आदमी है।
Peter reads a book.,पीटर किताब पढ़ता है।
Amazing!,क्या बात है!
What's your good name?,आपका शुभ नाम क्या है?
He's at school.,वह स्कूल में है।
She's at school.,वह स्कूल में है।
It's at school.,वह स्कूल में है।
She's inside the school.,वह स्कूल में है।
,
Not all the students were present at the class.,क्लास में सभी छात्र हाज़िर नहीं थे।
The Prime Minister resigned yesterday.,प्रधानमंत्री ने कल इस्तीफ़ा दिया।
He disdained bribery.,उसे घूसखोरी से नफ़रत थी।
Capri is one of the most beautiful islands in Italy.,कापरी इटली में सबसे सुंदर द्वीपों में से एक है।
He got 90 on his English test.,उसे अंग्रेज़ी में नब्बे अंक मिले।
The monkeys jump from branch to branch.,बन्दर एक डाली से दूसरी डाली पर कूदते हैं।
,
"It isn't easy, but it's doable.",यह आसान नहीं है लेकिन करा जा सकता है।
Do you jog every day?,क्या आप हर दिन जॉगिंग करते हैं?
Do you jog every day?,क्या आप रोज़ जॉगिंग करते हैं?
Do you jog every day?,क्या आप प्रत्येक दिन जॉगिंग करते हैं?
Tom doesn't yet know how to do that.,टॉम अभी तक नहीं जानता कि ऐसा कैसे करना है।
Tom doesn't know how to do that yet.,टॉम अभी तक नहीं जानता कि यह कैसे करना है।
But don't get me wrong.,लेकिन मुझे गलत मत समझिए।
I actually have to do that.,मुझे वास्तव में ऐसा करना है।
Losing your friendship saddened me deeply.,मुझे ग्रिल्ड मशरूम बहुत पसंद हैं।
It's terribly hot in here.,यहाँ बहुत गर्म है।
My partner grills the best mushrooms.,मेरा साथी सबसे अच्छे मशरूम बनाता है।
Tom wants to leave the house.,टॉम घर छोड़ना चाहता है।
Did you give the money back to your mother?,क्या तुमने अपनी माँ को पैसे लौटा दिए?
Our team isn't very good.,हमारी टीम बहुत अच्छी नहीं है।
Why have you shut the door?,तुम ने दरवाज़ा क्यों बंद कर दिया ?
It's really hot outside.,बाहर बहुत गर्मी है।
I'm afraid that Tom might come.,मुझे डर है की टॉम आ जाएगा।
Tom has graduated from college.,टॉम ने कॉलेज से स्नातक कर लिया है।
Tom wants to go somewhere else.,टॉम कहीं और जाना चाहता है।
Don't get involved in our fight!,हमारी लड़ाई में शामिल न हों!
"It's windy, isn't it?","यहाँ हवा चल रही है, है ना?"
I've read this book three times.,मैंने इस पुस्तक को तीन बार पढ़ा है।
It was clear that Tom was lying.,यह स्पष्ट था कि टॉम झूठ बोल रहा था।
It was really boring.,यह बहुत उबाऊ था।
Is Tom going to the supermarket?,क्या टॉम बड़े बाज़ार में जा रहा है?
You shouldn't be outside.,आपको बाहर नहीं होना चाहिए।
I had a little fever.,मुझे थोड़ा बुखार था।
I had a little fever.,मुझे हल्का बुखार था।
Tom is strict with his children.,टॉम अपने बच्चों के साथ सख्ती से पेश आता है।
That was an exemplary performance!,वह एक अनुकरणीय प्रदर्शन था!
We have a black dog.,हमारे पास काला कुत्ता है।
Tom wants to do that alone.,टॉम अकेले वैसा करना चाहता है।
Tom wants to do that alone.,टॉम वह अकेले करना चाहता है।
Sounds great.,बढ़िया
,
I go there once a month.,मैं वहाँ महीने में एक बार जाती हूँ।
Will you please stick a 60-cent stamp on the envelope?,क्या आप कृपया चिट्ठी पे एक साठ पैसे का डाक टिकिट लगवा देंगे?
Our wallets were stolen.,हमारे बटुआ को चुराया गया।
Tom earns a lot more than me.,टॉम मुझसे ज़्यादा कमाता है।
Everyone's tired of you.,सभी तुमसे थक गए हैं।
What kind of games does Tom like?,टॉम को किस तरह के खेल पसंद हैं?
Tom offered Mary a hot meal.,टॉम ने मैरी को गरम भोजन परोसा।
Did you know my parents before they got married?,"शादी से पहले, क्या तुम मेरे अभिभावकों को जानते थे?"
There's nobody in the pool.,तरणताल में कोई नहीं है।
I know what Tom is going to say.,मुझे पता है कि टॉम क्या कहेगा।
It's not easy to love someone like Tom.,टॉम जैसे किसी व्यक्ति से प्यार करना आसान नहीं है।
Do you think that Tom told the truth?,तुम्हारे विचार में क्या टॉम ने सच कहा?
Don't you dare say that again.,दुबारा कहने की हिम्मत भी न करना।
You're not like Tom at all.,तुम एक दम टॉम के जैसे नहीं हो।
We're not very good singers.,हम बहुत एक गायक नहीं हैं।
We're not good singers.,हम अच्छे गायक नहीं हैं।
Tom won't do that unless you ask him.,"जब तक तुम टॉम को नहीं पूछोगे, तब तक वह उसे नहीं करेगा।"
Tom won't do that even if you ask him.,यदि तुम उसे पूछो तो भी टॉम उसे नहीं करेगा।
I think Tom won't do it again.,मुझे लगता है कि टॉम उसे फिर से नहीं करेगा।
Tom's first wife was much older than him.,टॉम की पहली पत्नी का उमर उसके उम्र से ज़्यादा था।
Tom remarried after his first wife died.,"उसके प्रथम पत्नी के मौत के बाद, टॉम ने फिर से शादी की।"
I knew that something horrible was about to happen.,मुझे पता था कि कुछ बुरा होने वाला था।
Tom's house is falling apart.,टॉम का घर टूट पड़ रहा है।
Tom will stay with us for now.,टॉम अब हमारे साथ रहेगा।
How fast can you read?,तुम कितने जल्दी पढ़ सकता हो?
Tell Tom what Mary was wearing.,टॉम को बताओ की मेरी क्या पहनी हुई थी।
Tom fell in love with a girl he met in Boston.,टॉम को एक लड़की से प्यार हो गया जिसे वह बॉस्टन में मिला था।
"""I don't like this song."" ""I don't, either.""",“मुझे यह गाना पसंद नहीं है।” “मुझे भी नहीं।”
Tom won't do that even if you ask him to.,यदि तुम उसे पूछो तो भी टॉम उसे नहीं करेगा।
Everybody's tired of you.,सभी तुमसे थक गए हैं।
A thief doesn't believe in honest people.,एक चोर ईमानदार लोगों में विश्वास नहीं करता है।
"What does obtaining freedom really mean? It may seem like cleverly escaping out of a cage, but one just ends up in another bigger cage.","आज़ादी पाने का सत्यार्थ क्या है? ऐसा लग सकता है कि कोई चालाकी से एक पिंजरे से निकला है, पर वह किसी दूसरे बड़े पिंजरे में अटक जाता है।"
I will not be at home tomorrow.,मैं कल घर पर नहीं रहूँगा।
Sita's mother can make good fritters.,सीता की माँ अच्छे पकोड़े बना सकतीं हैं।
"If it isn't a bad, dirty, or wrong thing, then it's alright.","यदि वह बुरा, गंदा या गलत न हो तो ठीक है।"
He ran here to tell me this.,वह मुझे यह बताने के लिए यहाँ दौड़कर आया।
Let Grandma take care of the kid.,नानीजी को बच्चे का ख्याल रखने दो।
Let Grandma take care of the kid.,दादीजी को बच्चे का ख्याल रखने दो।
French is a required subject.,फ़्रेंच एक अनिवार्य विषय है।
They weren't from Boston.,वे बॉस्टन से नहीं थे।
"Whenever she wears high heels, her legs hurt.","जब भी वो लम्बी हील्स पहनती है, उसकी टांगें हमेशा दर्द करती है।"
,
I want to buy the dress.,मैं वह ड्रेस खरीदना चाहता हूँ।
I want to buy the dress.,मैं वह ड्रेस खरीदना चाहती हूँ।
The door of the office is yellow.,दफ़्तर का दरवाज़ा पीला है।
I am in the kitchen.,मैं रसोई में हूँ।
I live in Russia. What about you? I live in Ukraine.,"""मैं रूस में रहता हूं। और तुम?"" ""मैं यूक्रेन में।"""
She fell into the river.,वह नदी में गिर गयी।
She fell into the river.,वे नदी में गिर गयीं।
Our club is open all night.,हमारा क्लब पूरी रात खुला है।
He began to find life dry.,उसको जीवन शुष्क लगने लगा है।
I don't distrust you.,मैं तुमसे बदगुमानी नहीं करता।
The oppression of women is a social issue.,औरतों पर अत्याचार एक सामाजिक समस्या है।
The father told his son that his studies had been completed then so he should go outside and work instead of getting food at home for free.,"पिता ने अपने बेटे से कहा कि अब तुम्हारी पढ़ाई पूरी हो गई है। बाहर जाकर नौकरी करो, घर में मुफ्त की रोटियां मत तोड़ो।"
What will I get in return for your friend's bail?,तुम्हारे दोस्त की रिहाई के बदले में हमे क्या मिलेगा?
Don't cause a commotion.,हल्ला मत मचाओ।
Don't cross the road.,सड़क पार मत करो।
Thank you for your interest in our language.,हमारी भाषा में रूचि रखने के लिए धन्यवाद्।
He didn't find work.,उसे काम नहीं मिला।
Don't meddle in things that are none of your business.,तुम दूसरों के मसलों में अपनी नाक मत घुसाओ।
I had some really weird dreams tonight.,आज रात मुझे बड़े अजीब सपने आये।
Don't worry. I'll tell him.,चिंता मत करो। मैं उसे बता दूंगा।
"If you aren't going, I'm not going either.","अगर तुम नहीं जाओगे, तो फ़िर मै भी नहीं जाउंगी।"
Yanni wants to sell his car.,यान्नी को अपनी गाड़ी बेचनी है।
Yanni wants to sell his car.,यान्नी अपनी गाड़ी बेचना चाहता है।
Yanni was Muslim.,यान्नी मुस्लिम था।
Yanni was Muslim.,यान्नी मुसलमान था।
Yanni saw the mountain.,यान्नी को पर्वत दिखा।
A clean and deserted road can be found at some distance ahead.,कुछ ही आगे एक साफ़ और वीरान सड़क मिलेगी।
What is your relation to him?,तुम्हारा उससे क्या ताल्लुक़ है?
Let's fuck.,चोदते हैं।
Tom is somewhere nearby.,टॉम आसपास ही कहीं है।
You can't eat peace.,शांति से पेट नहीं भरता।
You can't eat peace.,शांति को खा नहीं सकते।
Yanni told his dad.,यान्नी ने अपने पापा को बताया।
Skura looks just like Janet Jackson.,स्कुरा बिलकुल जैनेट जैक्सन जैसी दिखती है।
I didn't know that then.,वह मुझे तब पता नहीं था।
What Russian words do you know?,तुम्हें कौनसे रूसी शब्द पता हैं?
What Russian words do you know?,आपको कौनसे रूसी शब्द पता हैं?
Tom didn't tell us his surname.,टॉम ने हमें अपना उपनाम बताया नहीं।
Where are you all?,आप सब कहाँ थे?
You're a student.,तुम विद्यार्थी हो।
You're a student.,आप विद्यार्थी हैं।
That flower is white.,वह फूल सफ़ेद है।
That is a flower.,वह एक फूल है।
His hair is wet.,उसके बाल गीले हैं।
She believes in God.,वह भगवान को मानती है।
She believes in God.,वे भगवान को मानतीं हैं।
That's a flower.,वह एक फूल है।
Tom makes fun of everyone.,टॉम सबका मज़ाक़ उड़ाता है।
,
You must keep an eye on the child.,तुम्हें बच्चे पर नज़र रखनी पड़ेगी।
I cannot lend this book to you.,यह किताब में तुम्हे उधार में नहीं दे सकता।
I have been living here for three years.,मैं यहां तीन सालों से रहते आया हूं।
"I tried to persuade him, but in vain.","मैंने उसे मनाने की कोशिश की, लेकिन सब बेकार ही गया।"
The door of languages unlocked.,भाषाओं के दरवाज़े का ताला खुल गया।
Legendary actor Amitabh Bachchan has been honoured with the Dadasaheb Phalke Award by the Government.,सिनेमा जगत के महान अभिनेता अमिताभ बच्चन को भारत सरकार ने दादा साहब फाल्के अवार्ड से सम्मानित किया है।
"Valentine's Day is being celebrated all over the world, where everyone is expressing love to their partner.","पूरे विश्व भर में वेलेंटाइन डे मनाया जा रहा है, जहाँ पर सभी लोग अपने पार्टनर के साथ प्यार का इजहार कर रहे हैं ।"
Former Indian opener Virender Sehwag is known as one of the most destructive openers in Indian cricket history.,पूर्व भारतीय ओपनर वीरेंद्र सहवाग को भारतीय क्रिेकेट इतिहास के सबसे विध्वसंक ओपनरों में जाना जाता है।
There is much opposition to this decision of the Government of India.,भारत सरकार के इस फैसले का बहुत ज़्यादा विरोध हो रहा है।
The legendary South African fast bowler Dale Steyn had recently announced his retirement from Test cricket.,साउथ अफ्रीका के दिग्गज तेज गेंदबाज डेल स्टेन ने टेस्ट क्रिकेट से संन्यास की घोषणा कर दी थी।
Iran has declared all US forces as terrorists in the case of the assassination of General Qasim Suleimani.,जनरल कासिम सुलेमानी की हत्या के मामले में ईरान ने सभी अमेरिकी बलों को आतंकवादी घोषित कर दिया है।
"With this, the police has started investigating the case.",इसके साथ ही पुलिस मामले की जांच में जुट गई है।
The impact of the challenging environment in the economy has greatly impacted the already troubled textile sector.,इकॉनमी में चुनौतीपूर्ण माहौल का असर पहले से परेशानी में चल रहे टेक्सटाइल सेक्टर पर बहुत ही ज़्यादा हुआ है।
"Kobe Bryant became an NBA veteran due to his never-give-up spirit, tough competition and accuracy.","कभी हार न मानने के जज्बे, कड़ी प्रतिस्पर्धा और सटीकता के कारण कोबे ब्रायंट एनबीए के दिग्गज बने।"
Many people start their day with a cup of coffee.,कई लोग अपने दिन की शुरुआत कॉफी के एक कप के साथ करते हैं।
Tom showed Mary the book he authored.,टॉम ने मैरी को अपनी लिखी हुई पुस्तक दिखाई।
Ziri took Rima's umbrella.,ज़िरी ने रिमा का छाता लिया।
Pandit Raghunath Murmu has founded the Ol Chiki script.,पंडित रघुनाथ मुर्मू ने ओल चिकी लिपि की स्थापना की है।
Visit the market only when necessary.,बाज़ार आवश्यक होने पर ही जाएं।
I was born and brought up in Boston.,मेरा जन्म और पालन-पोषण बोस्टन में हुआ ।
"Well, what're you waiting for?","खैर, आप किसका इंतज़ार कर रहे हैं?"
You don't look too confident.,आप बहुत आत्मविश्वासी नहीं लग रहे हैं।
"What are you making, sir?","भाईसाहब, आप क्या बना रहे हो?"
The cat is sleeping with the girl.,बिल्ला लड़की के साथ सो रहा है।
The cat is sleeping with the girl.,बिल्ली लड़की के साथ सो रही है।
I live in this neighbourhood.,मैं इस मोहल्ले में रहता हूँ।
I live in this neighbourhood.,मैं इस मोहल्ले में रहती हूँ।
,
Don't rush into marriage.,शादी में जल्दबाजी न करें।
I will buy a new car.,मैं एक नई कार ख़रीदूंगा।
He is waking up.,वे जाग रहे हैं।
Which city are you from? - I'm from Rome.,तुम किस शहर के हो? - मैं रोम का हूँ।
Which city are you from? - I'm from Rome.,तुम किस शहर की हो? - मैं रोम की हूँ।
Which city are you from? - I'm from Rome.,आप किस शहर के हैं? - मैं रोम का हूँ।
Which city are you from? - I'm from Rome.,आप किस शहर की हैं? - मैं रोम की हूँ।
Pandit Raghunath Murmu developed the Ol Chiki script.,पंडित रघुनाथ मुर्मू ने ओल चिकी लिपि विकसित की।
Algerians will defend their country.,अल्जेरियाई लोग अपने देश की रक्षा करेंगे।
We aren't interested in such things.,हें ऐसी चीज़ों में दिलचस्पी नहीं है।
"I like all animals, except cats.",मुझे बिल्लियों के अलावा सभी जानवर अच्छे लगते हैं।
Ziri told his dog to sit.,ज़िरी ने अपने कुत्ते को बैठने के लिये कहा।
The king lives in the castle.,राजा महल में रहता है।
I count.,मैं गिनता हूँ।
I count.,मैं गिनती हूँ।
Tom is going to change.,टॉम बदलने वाला है।
Rima said she had a fight with her boyfriend.,रीमा ने कहा कि उसका उसके बॉयफ्रेंड से झगड़ा हुआ था।
I'd like to join the club.,मैं क्लब जॉइन करना चाहूंगा।
Bitcoin is just money.,बिटकॉइन निष्पक्ष पैसा है।
"Not Your Keys, Not Your Coins.","आपकी चाबी नहीं, आपके सिक्के नहीं।"
Bitcoin is divisible by 100 million. 1 part is called satoshi.,एक बिटकॉइन के दास करोड़ भाग हैं। एक भाग को सतोशी कहते हैं।
It's hard to concentrate when you're tired.,थके हुए हो तो ध्यान देना मुश्किल होता है।
I take white wine.,मैं सफेद शराब लेता हूं।
That seems like it.,ऐसा लगता है।
He is waking up.,वह जाग रहा है।
"The moment that I met Tom, I just knew that we'd get along.","जिस क्षण मैं टॉम से मिला, मुझे बस इतना पता था कि हम साथ रहेंगे।"
Tom most probably forgot.,टॉम शायद भूल गया।
I had to give it back to Tom.,मुझे इसे टॉम को वापस देना था।
I had to return it to Tom.,मुझे इसे टॉम को वापस करना पड़ा।
"Tom stood there, saying nothing.","टॉम वहीं खड़ा रहा, कुछ नहीं बोला।"
The last time I saw Tom he was heading towards the beach.,आखिरी बार जब मैंने टॉम को देखा तो वह समुद्र तट की ओर जा रहा था।
Tom promised he would change.,टॉम ने वादा किया कि वह बदल जाएगा।
Tom asked me to bring him some food.,टॉम ने मुझे उसके लिए कुछ खाना लाने को कहा।
Tom is going there.,टॉम वहाँ जा रहा है।
The children don't want to play with Tom.,बच्चे टॉम के साथ नहीं खेलना चाहते।
Tom has already been forgiven.,टॉम को पहले ही माफ कर दिया गया है।
Tom isn't watching TV. He is reading a book.,टॉम टीवी नहीं देख रहा है। वह एक किताब पढ़ रहा है।
Tom is organizing this event.,टॉम इस इवेंट का आयोजन कर रहे हैं।
I bet Tom was happy.,मुझे यकीन है कि टॉम खुश था।
Do you know anybody who could help Tom?,क्या आप किसी ऐसे व्यक्ति को जानते हैं जो टॉम की मदद कर सकता है?
Tom forced himself to get up early.,टॉम ने खुद को जल्दी उठने के लिए मजबूर किया।
Tom is a first-rate scientist.,टॉम प्रथम श्रेणी के वैज्ञानिक हैं।
"For a while now, Tom has been thinking about emigrating.","कुछ समय के लिए, टॉम उत्प्रवास के बारे में सोच रहा है।"
Tom has been thinking about emigrating for a while now.,टॉम कुछ समय से विदेश जाने के बारे में सोच रहा है।
Tom is sorely lacking in empathy.,टॉम में सहानुभूति की कमी है।
Tom looked at me as if I were mad.,टॉम ने मुझे ऐसे देखा जैसे मैं पागल हो गया हूं।
Mary threw the ring in Tom's face.,मैरी ने टॉम के चेहरे पर अंगूठी फेंक दी।
Tom is making boiled eggs.,टॉम उबले अंडे बना रहा है।
It could've killed Tom.,यह टॉम को मार सकता था।
Tom can't take a hint. You really have to spell it out to him.,टॉम कोई संकेत नहीं ले सकता। आपको वास्तव में उसे इसका जादू करना होगा।
"Tom lived a year on the street, scrounging for food.","टॉम एक साल सड़क पर रहा, भोजन के लिए छटपटाता रहा।"
"Thanks to your recommendation, Tom got that job.","आपकी सिफारिश के लिए धन्यवाद, टॉम को वह नौकरी मिल गई।"
Tom forgot his coat downstairs.,टॉम अपना कोट नीचे भूल गया।
Tom spends most of his time helping Mary.,टॉम अपना ज्यादातर समय मैरी की मदद करने में बिताता है।
Tom speaks bad French.,टॉम खराब फ्रेंच बोलता है।
Isn't Tom in your class?,क्या टॉम आपकी कक्षा में नहीं है?
Tom lives with his friends.,टॉम अपने दोस्तों के साथ रहता है।
Tom loves women.,टॉम महिलाओं से प्यार करता है।
People love Tom.,लोग टॉम को प्यार करते हैं।
I couldn't tell what Tom wanted.,मैं नहीं बता सकता था कि टॉम क्या चाहता है।
Tom couldn't tell where he was.,टॉम नहीं बता सकता था कि वह कहाँ था।
Tom couldn't figure out where he was.,टॉम समझ नहीं पा रहा था कि वह कहाँ है।
I bought Tom a coffee.,मैंने टॉम के लिए एक कॉफी खरीदी।
Tom didn't arrive at work.,टॉम काम पर नहीं आया।
Tom marked the route on the map.,टॉम ने मानचित्र पर मार्ग को चिह्नित किया।
They refused to obey Tom's orders.,उन्होंने टॉम का आदेश मानने से इंकार कर दिया।
Tom doesn't want to do exercise.,टॉम व्यायाम नहीं करना चाहता।
This song reminds me of Tom.,यह गाना मुझे टॉम की याद दिलाता है।
I have no need to lie to Tom.,मुझे टॉम से झूठ बोलने की कोई जरूरत नहीं है।
"If Tom goes, so will I.","अगर टॉम जाएगा, तो मैं भी जाऊंगा।"
"Tom looked through the peephole, but didn't see anyone.","टॉम ने झाँक कर देखा, लेकिन किसी को नहीं देखा।"
Pick Tom.,टॉम उठाओ।
That wouldn't be fair to Tom.,यह टॉम के लिए उचित नहीं होगा।
